; 18
1989; 1
1993; 1
1as; 1
5.000; 1
7; 1
74.097; 1
946; 1
956-13-0832-K; 1
A; 29
A-a-ah; 1
ACELERA; 1
ADENTRO; 1
ADIOS; 1
AGRADABLE; 1
AGUILA; 1
AI; 1
AL; 1
AMOR; 1
ANDRES; 1
AQUELLA; 1
ARRIBA; 1
ASAMBLEA; 1
AYUDA; 1
Acabo; 1
Acuérdate; 1
Adelante; 1
Además; 3
Adiós; 1
Adán; 2
Afortunadamente; 2
Afuera; 1
Aguila; 14
Aguilas; 1
Ahora; 24
Ahí; 2
Al; 15
Alcanzaba; 1
Alegra; 1
Algo; 1
Alguien; 2
Algunos; 2
Alhaja; 80
Allá; 1
Allí; 6
Almizclera; 2
Altazor; 1
Amado; 2
Ambos; 5
Amigo; 1
Amigos; 1
Amiguitos; 1
Amo; 3
Amor; 2
Amárrenlo; 1
Ana; 1
Anavis; 1
Andate; 1
Anillo; 1
Anillos; 6
Animales; 4
Animo; 1
Ante; 1
Antes; 2
Antártica; 1
Aparentemente; 1
Apartémonos; 1
Apenas; 3
Apocalipsis; 1
Apostaría; 1
Apretó; 1
Apuesto; 1
Apurémonos; 1
Apártate; 1
Apúrate; 1
Aquel; 1
Aquella; 1
Aquí; 8
Aravis; 1
Archenland; 7
Ardilla; 2
Arrodíllate; 1
Arrójenlos; 1
Aslan; 180
Asno; 9
Así; 13
Aterrizó; 1
Atrás; 1
Aun; 1
Aunque; 5
Av; 1
Aves; 1
Ay; 1
Añadió; 1
Años; 1
B; 1
BATALLA; 1
BELLO; 1
BUEN; 1
Bajaron; 1
Barro-quejón; 1
Barroquejón; 2
Basta; 2
Batalla; 1
Bebe; 1
Bebió; 1
Bebo; 1
Bernardo; 1
Berne; 1
Berridos; 1
Beruna; 1
Bestia; 2
Bestias; 42
Bien; 8
Bienvenido; 2
Bienvenidos; 1
Blanca; 2
Book; 1
Bosque; 2
Bravo; 1
Bri; 2
Bristol; 1
Bruja; 3
Buenas; 2
Bueno; 21
Bum; 2
Burro; 4
Bésame; 1
Búho; 2
C; 3
CAE; 1
CALDERO; 1
CERRO; 1
CHILE; 2
COMENTARIO; 1
COMO; 2
CREE; 1
CRONICAS; 1
Caballero; 1
Caballo; 6
Caballos; 10
Cada; 5
Caen; 1
Cair; 18
Caldero; 7
Calla; 1
Calma; 1
Calormen; 11
Calormenes; 1
Cambiaron; 1
Cambió; 1
Caminar; 1
Canallas; 1
Capítulo; 1
Carlormen; 1
Cascos; 1
Casi; 4
Caspian; 6
Castores; 3
Catarata; 6
Cataratas; 1
Cazatrufas; 1
Centauro; 13
Centauros; 1
Cerca; 1
Cerro; 9
Cerró; 1
Chile; 2
Chippingford; 2
Chronicles; 1
Cielo; 1
Cielos; 1
Cien; 1
Cierra; 1
Ciertamente; 1
Cisneblanco; 1
Claro; 9
Colocaron; 1
Comenzaron; 1
Como; 7
Con; 16
Condujeron; 1
Conejo; 3
Confórtanos; 1
Contiene; 1
Continuaron; 1
Contó; 1
Cor; 2
Cordero; 3
Corin; 2
Corrieron; 1
Corrían; 1
Cosa; 2
Crees; 1
Creo; 3
Creíste; 1
Cruzó; 1
Cualquiera; 4
Cuando; 29
Cuarenta; 1
Cuenta; 1
Cuidado; 2
Cuéntame; 1
Cálmate; 1
Cándido; 95
Cójanlos; 1
DE; 2
DEL; 4
DUHART; 1
Dama; 1
Damas; 2
Dame; 2
Daría; 1
De; 35
Debe; 1
Debemos; 2
Deben; 2
Debes; 2
Debido; 1
Decía; 1
Defiende; 1
Deja; 2
Dejarlos; 1
Dejaron; 1
Dejó; 1
Del; 1
Denme; 1
Depondré; 1
Desaparecieron; 1
Descubrió; 1
Desde; 4
Desencantado; 1
Desenvainando; 1
Desgraciadamente; 1
Desiertas; 3
Desperdició; 1
Después; 26
Detente; 1
Detrás; 2
Deténganse; 1
Dice; 1
Dicen; 1
Diggle; 7
Digo; 1
Dijo; 3
Diles; 1
Dime; 1
Dinos; 3
Dio; 3
Dios; 5
Dique; 1
Disparate; 1
Distribución; 1
Doquiera; 1
Dos; 7
Drinian; 1
Dríade; 5
Dríades; 3
Durante; 7
Déjame; 2
Déjenlos; 1
Déjenme; 1
Día; 1
Dígory; 12
Dímelo; 1
E; 1
EDITORIAL; 1
EL; 5
EMBAUCARAN; 1
EN; 3
ENANOS; 2
ENTRARA; 1
ES; 2
ESPECTACULO; 1
ESPLENDOR; 1
ESTABLO; 3
Ea; 2
Echaron; 2
Edipo; 2
Edmundo; 23
Ee; 1
El; 126
Elena; 1
Ella; 5
Ellos; 4
Embistió; 1
Emeth; 14
Emperador; 2
Empezaron; 1
En; 46
Enano; 31
Enanos; 78
Encontró; 1
Enormes; 1
Enseguida; 1
Entendemos; 1
Entiende; 1
Entonces; 40
Entra; 1
Entre; 3
Entretanto; 1
Era; 38
Eran; 4
Eres; 3
Erlian; 2
Es; 41
Esa; 7
Esas; 2
Escucha; 2
Escuchad; 1
Escuchen; 1
Escuchó; 1
Escúchenme; 3
Ese; 2
Eso; 7
Especialmente; 1
Esperen; 1
Espero; 1
Esta; 12
Estaba; 8
Estaban; 3
Estabas; 1
Establo; 60
Estamos; 2
Estaría; 1
Este; 7
Esto; 8
Estos; 3
Estoy; 7
Estrella; 3
Estrellas; 1
Estuve; 1
Está; 6
Estáis; 1
Están; 2
Estás; 1
Eternidad; 1
Ettins; 1
Eustaquio; 96
Eva; 3
Excelente; 1
Exhalaba; 1
FIN; 1
Farol; 10
Fauno; 5
Faunos; 2
Fin; 2
Finalmente; 4
Flotaba; 1
Francisco; 3
Frente; 2
Fresco; 1
Fresney; 1
Fue; 16
Fuera; 1
Fuimos; 2
Fénix; 1
GRAN; 1
Gale; 1
García; 1
Gato; 22
Gigante; 2
Gigantes; 2
Glorioso; 3
Golpearme; 1
Golpeó; 1
Gracias; 4
Gran; 10
Grandes; 1
Griffle; 11
Grrr; 1
Grñmmm; 1
Guerra; 1
Guía; 2
Guíennos; 1
Génesis; 1
HACIA; 2
Ha; 7
Habla; 6
Hablan; 22
Habló; 3
Habrá; 1
Habría; 1
Había; 15
Habían; 4
Hace; 2
Hacedor; 1
Hacen; 1
Hacia; 2
Hacía; 1
Hagan; 1
Han; 4
Haremos; 1
Harpa; 1
Hartas; 1
Hasta; 11
Hay; 1
Haz; 1
Hazlo; 1
He; 5
Hemos; 6
Hicieron; 1
Hija; 1
Hijas; 1
Hijo; 3
Hijos; 1
Historia; 2
Hizo; 2
Hombre; 5
Hombres; 5
Horribles; 1
Hubiese; 1
Hubo; 6
Huele; 1
Huidobro; 2
Hum; 1
Háblanos; 1
I; 1
II; 1
III; 1
IMPRESO; 1
IMPRESORES; 1
IN; 1
IRREALES; 1
ISBN; 1
IV; 1
IX; 1
Iba; 1
Iban; 1
Imbécil; 1
Incluso; 2
Inglaterra; 17
Inmediatamente; 1
Inquietos; 1
Inscripción; 1
Intervinieron; 1
Invierno; 2
Invocó; 1
Ir; 1
Irreales; 1
Irás; 1
Islas; 3
JUNTO; 1
Ja; 1
Jabalí; 16
Jamás; 5
Jefe; 2
Jengibre; 24
Jill; 109
Jo; 1
Jojijojijiji; 1
Juin; 2
Juntando; 1
Juntos; 1
Justicia; 1
Justo; 3
Júralo; 1
Kant; 1
Kirke; 3
LA; 7
LAS; 2
LEWIS; 2
LIBRO; 1
LLEGO; 1
LO; 1
LOS; 3
La; 59
Lagour; 1
Lanza; 3
Largavista; 16
Larraín; 1
Las; 19
Layo; 1
Le; 7
Leones; 1
Leopardos; 1
Les; 3
Levantó; 1
Levántate; 1
Lewis; 1
León; 26
Liberación; 1
Libertad; 1
Libros; 1
Liebre; 1
Llameante; 1
Llenó; 1
Llevaba; 1
Llevadme; 1
Llevo; 1
Llorar; 1
Llévenlo; 1
Llévenselo; 2
Lo; 31
Locos; 1
Londres; 4
Lorca; 1
Los; 45
Luché; 1
Lucia; 1
Lucía; 39
Luego; 46
Luna; 1
Lune; 1
Lyon; 1
MARIA; 1
MAS; 2
MONO; 1
MUDO; 1
Maese; 2
Magnífica; 1
Majestad; 8
Mar; 1
María; 1
Mas; 17
Matan; 1
Maten; 1
Mañana; 2
Me; 22
Media; 2
Melena; 4
Menudo; 1
Meses; 1
Mi; 6
Miau; 2
Mientes; 3
Mientras; 9
Minuto; 1
Mira; 9
Miraz; 2
Miren; 2
Miró; 2
Mis; 1
Monicaco; 6
Monicacos; 1
Mono; 120
Monos; 2
Monstruo; 2
Montaña; 1
Monte; 1
Monópodos; 1
Mordisquearon; 1
Moriré; 1
Movía; 1
Muchas; 2
Mundo; 2
Muy; 7
Mágicos; 1
Más; 7
Métanse; 1
Métanselo; 1
Mírenlo; 1
N.°; 1
NARNIA; 2
NO; 3
NOCHE; 2
NOCTURNO; 1
NOTICIAS; 1
Nada; 2
Nadie; 5
Narnia; 144
Narria; 1
Navegante; 2
Necesitas; 1
Negrito; 2
Negritos; 3
Negro; 1
Ni; 7
Ninfas; 1
Ninguna; 2
Niños; 1
No; 151
Noble; 2
Nombrar; 1
Norte; 5
Nos; 14
Nosotros; 6
Nota; 1
Nuestro; 1
Numerosos; 1
Nunca; 11
O; 8
ODIO; 1
OPUSIERON; 1
Observa; 1
Obviamente; 1
Oeste; 7
Ojalá; 2
Ondeaba; 1
Ordenes; 1
Oriente; 1
Oso; 11
Otro; 2
Otros; 1
PARA; 1
PASO; 1
POR; 1
PORQUE; 1
POZA; 1
PRINCIPALMENTE; 1
PRINTED; 1
PUERTA; 1
Padre; 8
Pandora; 2
Pantano; 1
Para; 1
Paravel; 18
Parece; 2
Parecería; 1
Parecido; 1
Parecía; 5
Participó; 1
Pasaron; 1
Pe; 1
Pedid; 1
Pedregal; 1
Pedro; 36
Pensaba; 2
Pensaban; 1
Pensé; 4
Pensó; 1
Perdona; 1
Perdóname; 1
Pero; 178
Perro; 4
Perros; 23
Persona; 1
Perspicaz; 13
Pevensie; 1
Piensa; 2
Pienso; 1
Pire; 1
Platero; 1
Platón; 3
Plumaluz; 2
Plummer; 1
Poco; 2
Podemos; 2
Podrás; 1
Podría; 4
Podía; 1
Podían; 2
Podías; 2
Poggin; 26
Polar; 1
Pole; 6
Polly; 13
Pondríamos; 1
Por; 39
Porque; 17
Portavoz; 1
Poza; 13
Prefiero; 1
Prefirieron; 1
Pretender; 1
Pretendía; 1
Primer; 1
Primera; 1
Primero; 4
Profesor; 5
Prométeme; 1
Pronto; 5
Protección; 1
Protege; 1
Protégenos; 1
Prueben; 1
Pruébamelo; 1
Príncipe; 2
Pudieron; 1
Puede; 2
Pueden; 1
Puedes; 1
Puedo; 1
Pues; 5
Pugrahan; 1
Punta; 3
Puso; 3
Puño; 1
Pájaros; 1
Páramo; 11
Pónganse; 1
QUE; 3
Que; 4
Queremos; 1
Querido; 1
Queridísima; 1
Queríamos; 1
Querían; 1
Quieres; 1
Quiero; 3
Quizás; 2
Quién; 5
Qué; 2
Quédate; 2
REY; 2
ROSA; 1
Rata; 3
Ratones; 4
Ratón; 13
Realidad; 1
Realmente; 2
Recobren; 1
Recordó; 1
Recuerda; 2
Regresaron; 1
Reina; 11
Reinas; 6
Renacuajo; 1
Repentinamente; 1
Repetía; 1
Retirarse; 1
Revolotea; 1
Rey; 143
Reyes; 16
Reúne; 1
Ricardo; 1
Rilian; 8
Rishda; 31
Rápidamente; 1
Rápido; 3
Río; 3
Rípichip; 1
S; 3
S.A; 1
SE; 2
SILVA; 1
SOBRE; 2
SU; 1
SUCEDIO; 1
Sabemos; 1
Sabes; 3
Sabía; 3
Sabían; 3
Saca; 1
Sacudió; 1
Sal; 2
Salieron; 3
Salió; 1
Salud; 2
Salvaje; 1
San; 1
Santiago; 1
Scout; 1
Scrubb; 3
Se; 63
Seguían; 1
Sentían; 1
Ser; 3
Será; 1
Sería; 1
Seríamos; 1
Señaló; 1
Señor; 64
Señora; 7
Señores; 1
Señoría; 1
Shribble; 1
Shshsh; 1
Si; 49
Siempre; 3
Sigiloso; 1
Significaba; 1
Silencio; 1
Silvestre; 1
Sin; 6
Sintiéndose; 1
Sobre; 2
Sobrepasa; 1
Sombra; 1
Sombrío; 1
Somos; 1
Son; 4
Sostuvo; 1
Soy; 4
Su; 23
Subían; 1
Subías; 1
Supongo; 2
Sus; 6
Susana; 3
Sácame; 1
Sátiro; 2
Sátiros; 1
Sé; 4
Sí; 25
Síganme; 1
Sólo; 14
Súbitamente; 1
TEMERIDAD; 1
TIERRAS; 1
TRABAJO; 1
TRAJO; 1
Tal; 5
También; 4
Tardaron; 1
Tarkaan; 47
Tarkaanes; 2
Tash; 83
Tashbaan; 2
Tashlan; 15
Te; 10
Tehishbaan; 1
Tejón; 2
Temblando; 1
Temible; 1
Ten; 2
Tendrían; 1
Tenemos; 5
Tengan; 1
Tengo; 4
Tenía; 10
Teníamos; 1
Tenían; 2
The; 2
Tiempo; 4
Tiene; 2
Tienen; 2
Tienes; 4
Tierras; 5
Tiresias; 1
Tirian; 242
Tisroc; 18
Toda; 2
Todas; 5
Todavía; 4
Todo; 15
Todos; 28
Tom; 2
Tomaron; 2
Tomó; 1
Topos; 2
Toro; 2
Torre; 8
Trabaja; 1
Traducción; 1
Trata; 1
Tratamos; 1
Tratan; 1
Tratando; 1
Treinta; 1
Tres; 2
Truco; 54
Trueno; 1
Trumpkin; 1
Tráelos; 1
Tráiganlo; 1
Tu; 5
Tumnus; 5
Tuyo; 1
Título; 1
Tú; 12
ULTIMA; 1
UN; 1
Un; 21
Una; 12
Unas; 2
Unicornio; 42
Uno; 4
Unos; 1
Usaba; 1
Ustedes; 7
V; 1
VI; 1
VII; 2
VIII; 1
Vagamente; 1
Vamos; 6
Vean; 1
Veinte; 1
Ven; 5
Venado; 1
Vendaval; 1
Vengan; 4
Verás; 1
Ves; 1
Vestía; 1
Veía; 1
Viejo; 1
Vine; 1
Vinimos; 1
Vio; 2
Volante; 2
Volveremos; 1
Vos; 1
Voy; 1
Vuelvan; 1
Vámonos; 1
Vírgenes; 3
Wraggle; 1
X; 1
XI; 1
XII; 1
XIII; 1
XIV; 1
XV; 1
XVI; 1
Y; 271
Ya; 17
Yegua; 1
Yermo; 1
Yo; 28
Zorro; 2
a; 1028
aau; 1
aauua; 1
abajo; 13
abalanzaba; 1
abalanzaban; 1
abalanzaron; 1
abalanzó; 3
abandonado; 1
abandonar; 1
abandonó; 1
abarcar; 1
abatidos; 1
abedules; 1
abertura; 1
abierta; 2
abiertamente; 1
abiertas; 1
abierto; 6
aborrecido; 1
aborreció; 1
abracé; 1
abrazaban; 1
abrazada; 1
abrazar; 1
abrazo; 1
abrevadero; 1
abriera; 1
abrieron; 2
abrigo; 4
abril; 1
abrir; 2
abrirla; 1
abriré; 1
abriéndose; 1
abrió; 10
abruptas; 1
abría; 2
absolutamente; 6
absoluto; 3
absorbía; 1
abuelo; 1
abuelos; 1
abultado; 1
abundancia; 1
aburrida; 1
acaba; 3
acababa; 2
acabado; 2
acabar; 1
acabaron; 2
acabaría; 1
acabó; 2
acaloradas; 1
acantilado; 3
acantilados; 5
acariciaba; 1
acariciando; 1
acariciar; 1
acariciándola; 2
acarreaban; 1
acarrear; 1
acaso; 3
accidente; 3
acción; 2
acebos; 1
acederilla; 1
aceitada; 1
aceite; 1
aceleradamente; 1
aceleró; 1
acepta; 1
aceptar; 1
acerca; 5
acercaba; 7
acercaban; 1
acercado; 1
acercan; 1
acercando; 2
acercarse; 7
acercándose; 1
acercó; 5
acero; 1
achicado; 1
acogedor; 1
acomodó; 1
acompañado; 2
acompañan; 1
aconsejarte; 1
acontecernos; 1
acontecido; 2
acontecimientos; 2
acordaba; 1
acordaron; 2
acordó; 2
acosarlo; 1
acostumbraba; 1
acostumbran; 1
acostumbrando; 1
acostumbrábamos; 1
actitud; 1
acto; 3
actualmente; 3
actuando; 1
actuar; 1
actúan; 1
acudieron; 1
acuerdas; 2
acuerdo; 3
acumulado; 1
acá; 10
adecuado; 1
adelante; 24
adelantándose; 2
adelantó; 2
además; 7
adentrarse; 1
adentro; 28
adentrándose; 1
adentrándote; 1
adentró; 1
adivinado; 2
adivinar; 1
adivinarías; 1
admiración; 1
